id	antibody	tf_uniprot_id	tf_uniprot_ac	protein_names	gene_names	species	cell_title	treatment	experiment_type	GEO_GSE	GEO_GSM	ENCODE	PUBMED	control_antibody	control_GEO_GSE	control_GEO_GSM	control_ENCODE	FRiP_GEM	FRiP_MACS	FRiP_PICS	FRiP_SISSRS	estFragLen	NSC	RSC	NRF	PBC1	PBC2
EXP044476	DPY-30	Q10661	DPY30_CAEEL	Dosage compensation protein dpy-30 (Protein dumpy-30)	dpy-30 ZK863.6	Caenorhabditis elegans	Whole worms (mixed-stage embryos)	N2 strain	normal	GSE87741	GSM2339607	None	None	INPUT	GSE87741	GSM2339642	None	0.010864828	0.054003293	0.004229128	0.007711427	3114	1.016541	1.304359	0.84739	0.856781	7.007294
EXP044472	SDC-3	P34706	SDC3_CAEEL	Zinc finger protein sdc-3	sdc-3 C25D7.3	Caenorhabditis elegans	Whole worms (mixed-stage embryos)	N2 strain	normal	GSE87741	GSM2339603	None	None	INPUT	GSE87741	GSM2339641	None	0.008805027	0.036344501	0.003361609	0.006955638	4070	1.012587	1.187192	0.917095	0.931977	15.191211
EXP044399	SDIX/Novus Biologicals Q3599	Q22703	TFDP1_CAEEL	Transcription factor dpl-1	dpl-1 T23G7.1	Caenorhabditis elegans	Whole worms (developmental stage: late embryo)	genotype: lin-35(n745) (LIN-35-null)	normal	GSE95071	GSM2495695	None	29091720	None	GSE95071	GSM2495735	None	0.010700963	0.025020658	0.000796041	0.002912311	3837	1.014637	1.35631	0.544391	0.535522	2.101933
EXP044414	Horvitz lab BH0005 (Harrison et al. 2006)	P30630	LIN9_CAEEL	Protein lin-9 (Abnormal cell lineage protein 9)	lin-9 ZK637.7	Caenorhabditis elegans	Whole worms (developmental stage: late embryo)	genotype: lin-35(n745) (LIN-35-null)	normal	GSE95071	GSM2495710	None	29091720	None	GSE95071	GSM2495734	None	0.083062722	0.21652049	0.012156777	0.048961772	3162	1.075978	1.430665	0.543868	0.538471	2.087813
EXP044401	SDIX/Novus Biologicals Q3590	G5EF11	G5EF11_CAEEL	E2F-like (Mammalian transcription factor) (EFL-1)	efl-1 CELE_Y102A5C.18 Y102A5C.18	Caenorhabditis elegans	Whole worms (developmental stage: late embryo)	genotype: wild type	normal	GSE95071	GSM2495697	None	29091720	None	GSE95071	GSM2495731	None	0.068726056	0.128862953	0.01947016	0.040456873	2309	1.029888	1.66625	0.823439	0.873918	8.622679
EXP044395	SDIX/Novus Biologicals Q3599	Q22703	TFDP1_CAEEL	Transcription factor dpl-1	dpl-1 T23G7.1	Caenorhabditis elegans	Whole worms (developmental stage: late embryo)	genotype: wild type	normal	GSE95071	GSM2495691	None	29091720	None	GSE95071	GSM2495730	None	0.212057603	0.331321134	0.118070435	0.185201019	657	1.091462	1.928506	0.750197	0.914361	16.13987
EXP044406	SDIX/Novus Biologicals Q2003	G5EDT1	LIN35_CAEEL	Retinoblastoma-like protein homolog lin-35 (Abnormal cell lineage protein 35) (Synthetic multivulva protein lin-35)	lin-35 C32F10.2	Caenorhabditis elegans	Whole worms (developmental stage: late embryo)	genotype: wild type	normal	GSE95071	GSM2495702	None	29091720	None	GSE95071	GSM2495728	None	0.05208912	0.12549313	0.013799256	0.040488072	1502	1.03251	1.539883	0.871546	0.910386	12.365007
EXP044410	Horvitz lab BH0005 (Harrison et al. 2006)	P30630	LIN9_CAEEL	Protein lin-9 (Abnormal cell lineage protein 9)	lin-9 ZK637.7	Caenorhabditis elegans	Whole worms (developmental stage: late embryo)	genotype: wild type	normal	GSE95071	GSM2495706	None	29091720	None	GSE95071	GSM2495728	None	0.062794638	0.133934513	0.018365866	0.044010103	1693	1.036574	1.541743	0.844053	0.889484	9.979431
EXP044426	Horvitz lab BH0004 (Harrison et al. 2006)	Q95QD7	LIN54_CAEEL	Protein lin-54 (Abnormal cell lineage protein 54)	lin-54 JC8.6	Caenorhabditis elegans	Whole worms (developmental stage: late embryo)	genotype: wild type	normal	GSE95071	GSM2495722	None	29091720	None	GSE95071	GSM2495728	None	0.071451453	0.14757134	0.02175308	0.054308332	1925	1.033503	1.559913	0.85255	0.904782	11.927253
EXP044381	"HPL-2 (Strategic Diagnostics Inc., Q2324)"	G5EDE2	G5EDE2_CAEEL	Chromo-domain protein (HP1 Like (Heterochromatin protein))	hpl-2 K01G5.2a CELE_K01G5.2 K01G5.2	Caenorhabditis elegans	Whole worms (developmental stage: young adults)	N2 strain	normal	GSE87522	GSM2333101; GSM2333102	None	28294943	None	GSE87522	GSM2333111; GSM2333112	None	0.102505787	0.474374781	0.005332783	0.238561014	2109	1.067121	1.455612	0.634108	0.696654	6163-03-01 0:00
EXP044379	anti-GFP (gift from Kevin White)	O44743	O44743_CAEEL	Uncharacterized protein	let-607 CELE_F57B10.1 F57B10.1	Caenorhabditis elegans	Whole worms (developmental stage: young adults)	YL529 strain	normal	GSE84419	GSM2233444; GSM2233445	None	27510972	None	GSE84419	GSM2233446	None	0.013799662	0.1105642	0.002952936	0.007086848	3711	1.015217	1.524959	0.753079	0.757522	4.020952
EXP044369	"anti-LEM-2 (Novus Biologicals, catalog #48540002, lot# T01872A01)"	Q9XTB5	None	None	None	Caenorhabditis elegans	whole organism (development stage: early embryonic)	GW828 strain	normal	GSE74133	GSM1911034; GSM1911035	None	26607792	None	GSE74133	GSM1911028; GSM1911029	None	0	0.076403413	1.68E-06	9.46E-06	2307	1.013527	1.800863	0.829959	0.831497	5.831613
EXP044357	DPY-27 JL00001 Rabbit polyclonal to 1-409 aa. (Ercan et al. Nat Genet. 2007) is against the antigen 1-409 aa	P48996	DPY27_CAEEL	Chromosome condensation protein dpy-27 (Protein dumpy-27)	dpy-27 R13G10.1	Caenorhabditis elegans	Whole worms (developmental stage: embryo)	CB428 strain	normal	GSE67650	GSM1652671; GSM1652672; GSM1652673	None	26641248; 27356611	none (input)	GSE67650	GSM1652700; GSM1652701; GSM1652702	None	0.027309204	0.15559052	0.002126315	0.02089919	2480	1.012823	1.287582	0.766793	0.784438	4.679199
EXP044360	DPY-27 JL00001 Rabbit polyclonal to 1-409 aa. (Ercan et al. Nat Genet. 2007) is against the antigen 1-409 aa	P48996	DPY27_CAEEL	Chromosome condensation protein dpy-27 (Protein dumpy-27)	dpy-27 R13G10.1	Caenorhabditis elegans	Whole worms (developmental stage: young adults)	N2 strain	normal	GSE67650	GSM1652678; GSM1652679	None	26641248; 27356611	none (input)	GSE67650	GSM1652707	None	0.051998607	0.341671022	0.005173197	0.042736909	2999	1.019182	1.154688	0.744252	0.792072	5.296526
EXP044342	SDQ2370 LIN53	P90916	LIN53_CAEEL	Probable histone-binding protein lin-53 (Abnormal cell lineage protein 53) (Synthetic multivulva protein p48)	lin-53 rba-2 K07A1.12	Caenorhabditis elegans	Whole worms (developmental stage: L3)	N2 strain	normal	GSE28767	GSM713145; GSM713146	None	None	input	GSE28767	GSM706164	None	0.013821288	0.075420625	0.001403057	0.004151902	1006	1.0247	1.435399	0.875555	0.889455	9.299206
EXP044340	JL00002 SDC3	P34706	SDC3_CAEEL	Zinc finger protein sdc-3	sdc-3 C25D7.3	Caenorhabditis elegans	Whole worms (developmental stage: L3)	strain: N2	normal	GSE28764	GSM713142	None	None	None	GSE28764	GSM706166	None	0.047921779	0.228882767	0.010162151	0.094188186	2036	1.048848	1.626102	0.601535	0.627767	2.729423
EXP044331	BH00005 LIN9	P30630	LIN9_CAEEL	Protein lin-9 (Abnormal cell lineage protein 9)	lin-9 ZK637.7	Caenorhabditis elegans	Whole worms (developmental stage: L3)	strain: N2	normal	GSE28761	GSM712810	None	None	None	GSE28761	GSM706161	None	0.111288195	0.18914284	0.100673517	0.11255481	862	1.423066	1.736661	0.885028	0.912991	13.379409
EXP044327	BH00004_LIN54	Q95QD7	LIN54_CAEEL	Protein lin-54 (Abnormal cell lineage protein 54)	lin-54 JC8.6	Caenorhabditis elegans	Whole worms (developmental stage: L3)	strain: N2	normal	GSE28760	GSM712713	None	None	None	GSE28760	GSM706161	None	0.144055363	0.202430543	0.16731804	0.152075366	355	1.596621	2.363562	0.857189	0.908515	13.930663
EXP044323	BH00003 LIN37	Q23482	Q23482_CAEEL	Uncharacterized protein	lin-37 CELE_ZK418.4 ZK418.4	Caenorhabditis elegans	Whole worms (developmental stage: L3)	strain: N2	normal	GSE28759	GSM712711	None	None	None	GSE28759	GSM706161	None	0.047249307	0.088759259	0.049676737	0.050994331	94	1.162135	1.734169	0.910829	0.926484	14.75189
EXP044120	goat-anti-GFP-UC	Q9VEW6	None	None	None	Drosophila melanogaster	whole organism (development stage: adult)	"strain: pad-GFP, genotype: y[1] w[*]; P{y[+7.7] w[+mC]=pad-GFP.FPTB}attP40, sex:female"	normal	None	None	ENCSR094HIY	None	None	None	None	ENCSR846JYS	0.131614397	0.166226371	0.006605507	0.019317803	4231	1.100768	1.311448	0.604691	0.694723	3.721067
EXP043830	goat-anti-GFP-UC	Q9VJZ3	None	None	None	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: CG9305-GFP, genotype: w[1118]; PBac{y[+mDint2] w[+mC]=CG9305-GFP.FTBP}VK00033, sex:mixed"	normal	None	None	ENCSR504AYW	None	None	None	None	ENCSR955GGX	2.95E-05	0	0	0	3418	1.024606	1.341035	0.882306	0.902234	10.766274
EXP044267	non-commercial eGFP modENCODE antibody 1	F9W320	F9W320_DROME	Even-skipped (MIP30861p1)	eve-RA eve	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: 5T-GFP, genotype: y[1] w[*]; PBac{y[+mDint2] w[+mC]=eve-EGFP.S}VK00033"	normal	None	GSM636830	ENCSR235MSK	None	None	None	GSM636831	ENCSR989EAA	0	5.12E-05	0	0	4735	1.025998	1.832477	0.729586	0.731333	3.70129
EXP043460	goat-anti-GFP-UC	Q9VXQ6	None	None	None	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: CG8944-GFP, genotype: y[1] w[*] PBac{y[+mDint2] w[+mC]=CG8944-RB-GFP-GFP.FPTB}VK00033, sex:mixed"	normal	None	None	ENCSR619HLP	None	None	None	None	ENCSR111CQR	0.006999953	0.050292339	0	0.00040474	3029	1.017594	1.387419	0.89644	0.898697	9.932569
EXP043576	goat-anti-GFP-UC	Q09620	Q09620_CAEEL	SKN-1 Dependent Zygotic transcript	sdz-38 CELE_ZK892.7 ZK892.7	Caenorhabditis elegans	Whole worms (developmental stage: young adults)	"strain: OP543, sex:hermaphrodite"	normal	None	None	ENCSR505TSF	None	None	None	None	ENCSR246FAX	4.17E-05	0.002138599	0	0	3757	1.003854	0.7298326	0.914648	0.920919	12.730494
EXP043979	non-commercial eGFP modENCODE antibody 1	G5ECU7	JUN_CAEEL	Transcription factor jun-1	jun-1 T24H10.7	Caenorhabditis elegans	Whole worms (developmental stage: L1)	"strain: OP234, genotype: unc-119(ed3) III; wgIs234., sex:mixed"	normal	None	None	ENCSR045OVL	None	None	None	None	ENCSR041UOO	0.044848747	0.131315957	0.0182538	0.003792977	1209	1.09789	1.625846	0.945395	0.949912	21.072731
EXP044254	non-commercial eGFP modENCODE antibody 1	G5EFF5	DAF12_CAEEL	Nuclear hormone receptor family member daf-12 (Abnormal dauer formation protein 12)	daf-12 F11A1.3	Caenorhabditis elegans	Whole worms (developmental stage: L3)	"strain: OP222, genotype: unc-119(ed3) III; wgIs222., sex:mixed"	normal	None	None	ENCSR962LVB	None	None	None	None	ENCSR941NAK	0.000291662	0.011687058	0.000117431	0.000258315	1060	1.00599	0.8446042	0.916462	0.921295	12.827363
EXP043904	goat-anti-GFP-UC	Q9V9N4	None	None	None	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: CG1832-GFP, genotype: w[1118]; Pbac{y[+mDint2] w[+mC]=CG1832-GFP.FPTB}VK00033, sex:mixed"	normal	None	None	ENCSR858HYS	None	None	None	None	ENCSR866WVF	0.000142667	0.00014693	0	0	3236	1.086074	2.130194	0.86197	0.887004	9.613704
EXP043578	goat-anti-GFP-UC	P18488	EMS_DROME	Homeotic protein empty spiracles	ems E4 CG2988	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: 16T-GFP, genotype: y[1] w[*]; PBac{eGFP w[+mC]=ems-EGFP.S}VK00037/Tm3, sb, sex:mixed"	normal	None	None	ENCSR771CMI	None	None	None	None	ENCSR680BUH	0.00614827	0.062326382	4.68E-05	3.01E-05	3407	1.018145	1.401264	0.891407	0.894445	9.600377
EXP044261	non-commercial eGFP modENCODE antibody 1	Q22812	HM39_CAEEL	Homeobox protein ceh-39	ceh-39 T26C11.7	Caenorhabditis elegans	Whole worms (mixed-stage embryos)	"strain: OP169, genotype: unc-119(ed3) III; wgIs169., sex:mixed"	normal	None	None	ENCSR489NRF	None	None	None	None	ENCSR418DAW	0.005456502	0.070743595	0.000517288	0.00086097	1339	1.017507	1.41108	0.851032	0.856704	7.04374
EXP043747	non-commercial eGFP modENCODE antibody 1	O17593	O17593_CAEEL	ForKHead transcription factor family	fkh-10 C25A1.2 CELE_C25A1.2	Caenorhabditis elegans	Whole worms (developmental stage: L3)	"strain: OP337, genotype: unc119(ed3);wgIs377(fkh-10::TY1 EGFP FLAG;unc119), sex:mixed"	normal	None	None	ENCSR765IDH	None	None	None	None	ENCSR917HXG	0.005745699	0.064110627	0.0039431	0.012996158	1337	1.027591	1.447006	0.90383	0.907475	10.925077
EXP044219	non-commercial eGFP modENCODE antibody 1	Q17381	PHA4_CAEEL	Defective pharyngeal development protein 4 (Ce-fkh-1) (Fork head-HNF-3 homolog)	pha-4 fkh-1 F38A6.1	Caenorhabditis elegans	Whole worms (developmental stage: young adults)	"strain: OP37, genotype: unc-119(ed3) III; wgIs37., sex:mixed"	normal	None	None	ENCSR312NKK	None	None	None	None	ENCSR528YHA	0	0.014639018	0	0.0089396	1261	1.046591	1.526357	0.88003	0.891197	9.247418
EXP043449	goat-anti-GFP-UC	A1Z7M0	A1Z7M0_DROME	CG8216	spab CG8216 Dmel_CG8216	Drosophila melanogaster	whole organism (development stage: prepupa)	"strain: CG8216-GFP, genotype: y[1] w[*]; P{y[+t7.7] w[+mC]=spab-GFP.FPTB}attP40, sex:mixed"	normal	None	None	ENCSR312RCJ	None	None	None	None	ENCSR506NPV	0.058626542	0.167524092	0	0.00051974	4393	1.056439	1.785173	0.796367	0.81676	5.851562
EXP043666	non-commercial eGFP modENCODE antibody 1	P91868	SNPC4_CAEEL	snRNA-activating protein complex subunit 4 homolog (SNAPc subunit 4 homolog)	snpc-4 gei-11 F32H2.1	Caenorhabditis elegans	Whole worms (developmental stage: young adults)	"strain: YL551, sex:hermaphrodite"	normal	None	None	ENCSR623HHL	None	None	None	None	ENCSR055WPE	0.046713043	0.207263265	0.011057376	0.029988819	3710	1.021358	1.441147	0.767071	0.791953	4.805362
EXP043902	goat-anti-GFP-UC	A8MPH9	FOSLD_DROME	"Transcription factor kayak, isoforms D/sro (AP-1) (Fos-related antigen) (Dfos) (dFra)"	kay Fra CG15509	Drosophila melanogaster	whole organism (development stage: adult)	"strain: kay-GFP, genotype: w[1118]; PBac{y[+mDint2] w[+mC]=kay-GFP.FLAG}VK00037, sex:male"	normal	None	None	ENCSR269HHK	None	None	None	None	ENCSR331XEF	0	5.97E-05	0	0	3465	1.024781	1.052505	0.892908	0.896163	9.830886
EXP043985	non-commercial eGFP modENCODE antibody 1	Q9N5D6	None	None	None	Caenorhabditis elegans	Whole worms (developmental stage: L4/young adults)	"strain: OP600, genotype: unc119(ed3);wgIs600(unc-62::TY1 EGFP FLAG;unc119), sex:mixed"	normal	None	None	ENCSR255EYF	None	None	None	None	ENCSR346GYL	0.00351171	0.062506291	0.000454362	0.001441758	1753	1.015739	1.417481	0.877924	0.889378	9.439602
EXP043815	non-commercial br modENCODE antibody 1	Q01295	BRC1_DROME	Broad-complex core protein isoforms 1/2/3/4/5	br Br-C CG11491	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: yellow cinnabar brown speck, genotype: iso-1 : y[1]; Gr22b[1] Gr22d[1] cn[1] CG33964[R4.2] bw[1] sp[1]; LysC[1] MstProx[1] GstD5[1] Rh6[1]"	normal	None	GSM847657	ENCSR909WNS	None	None	None	GSM847658	ENCSR748FVE	0	0.13090043	0	0.000587996	5213	1.033479	8.675045	0.738295	0.76609	4.732549
EXP044040	goat-anti-GFP-UC	P10083	AST5_DROME	Achaete-scute complex protein T5 (Protein achaete)	ac T5 CG3796	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: ac-GFP, genotype: w[1118]; PBac{y[+mDint2] w[+mC]=ac-GFP.FPTB}VK00033/TM2, sex:mixed"	normal	None	None	ENCSR240NHL	None	None	None	None	ENCSR575NOI	0.001378602	0.084977672	0	0.000760375	3126	1.009476	0.822329	0.818284	0.819773	5.561149
EXP043490	goat-anti-GFP-UC	Q9VGK1	None	None	None	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: CG18476-GFP, genotype: y[1] w[*] PBac{y[+mDint2] w[+mC]=CG18476-GFP.FTBP}VK00037, sex:mixed"	normal	None	None	ENCSR194LIS	None	None	None	None	ENCSR605LPC	0.026153396	0.093537298	0.000174101	0.006353341	4470	1.031305	1.748434	0.887822	0.891336	9.388742
EXP043754	goat-anti-GFP-UC	Q9TZK1	None	None	None	Caenorhabditis elegans	Whole worms (developmental stage: L1)	"strain: OP652, genotype: unc-119(tm4063) III; wgIs652, sex:mixed"	normal	None	None	ENCSR435RXY	None	None	None	None	ENCSR101ZRY	0.036437337	0.067739676	0.000133808	0	2598	1.038376	1.42163	0.858039	0.8714	8.195467
EXP044109	non-commercial eGFP modENCODE antibody 1	Q21701	NHR12_CAEEL	Nuclear hormone receptor family member nhr-12	nhr-12 R04B5.4	Caenorhabditis elegans	Whole worms (developmental stage: L1)	"strain: OP318, genotype: unc-119(ed3) III; wgIs318., sex:mixed"	normal	None	None	ENCSR073QVG	None	None	None	None	ENCSR334LDM	0.000489924	0.008880372	6.36E-05	5.46E-05	541	1.008086	0.8663007	0.919351	0.930267	15.307919
EXP043442	goat-anti-GFP-UC	Q9W0P9	None	None	None	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: CG17181-GFP, genotype: w[1118]; Pbac{y[+mDint2] w[+mC]=Kah-GFP.FPTB}attP-40, sex:mixed"	normal	None	None	ENCSR161YRO	None	None	None	None	ENCSR664RUV	0.031548624	0.134144352	0.000180986	0.004246841	3731	1.038277	1.233985	0.771749	0.782662	4.752462
EXP043609	goat-anti-GFP-UC	O17025	NHR90_CAEEL	Nuclear hormone receptor family member nhr-90	nhr-90 ZK488.2	Caenorhabditis elegans	Whole worms (developmental stage: L1)	"strain: OP483, genotype: unc-119(tm4063) III; wgIs483., sex:hermaphrodite"	normal	None	None	ENCSR311NAQ	None	None	None	None	ENCSR792LGD	0.031829724	0.16218505	0.001838244	0.002959241	2311	1.031009	1.421466	0.883853	0.89826	10.35724
EXP043486	goat-anti-GFP-UC	Q7KNF5	Q7KNF5_DROME	"Suppressor of variegation 2-10, isoform A (Zimp-A)"	Su(var)2-10 zimp CG8068 Dmel_CG8068	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: Suvar2-10-GFP, genotype: w[1118]; PBac{y[+mDint2] w[+mC]=Su(var)2-10-GFP.FPTB}VK00037, sex:mixed"	normal	None	None	ENCSR637GDK	None	None	None	None	ENCSR757RQP	0.00022085	0.005746553	0	4.29E-05	5128	1.017319	1.313766	0.80969	0.820352	5.785291
EXP044199	non-commercial eGFP modENCODE antibody 1	Q17905	NHR28_CAEEL	Nuclear hormone receptor family member nhr-28	nhr-28 C11G6.4	Caenorhabditis elegans	Whole worms (mixed-stage embryos)	"strain: OP317, genotype: unc-119(ed3) III; wgIs317., sex:mixed"	normal	None	None	ENCSR309CWP	None	None	None	None	ENCSR698DCH	0.000385529	0.008805808	0.000206562	0.000240676	1368	1.008336	1.202419	0.905635	0.911143	11.354429
EXP043821	goat-anti-GFP-UC	A1Z936	A1Z936_DROME	"FI18626p1 (Zinc transporter 49B, isoform A)"	ZnT49B CG8632-RA CG8632 Dmel_CG8632	Drosophila melanogaster	whole organism (development stage: prepupa)	"strain: CG8632-GFP, genotype: w[1118]; PBac{y[+mDint2] w[+mC]=ZnT49B-GFP.FTBP}VK00033, sex:mixed"	normal	None	None	ENCSR896OQW	None	None	None	None	ENCSR826RWT	0.056258866	0.132715557	0.000273222	0	4243	1.053928	1.984403	0.879139	0.894058	10.241784
EXP043524	goat-anti-GFP-UC	B6IDS0	B6IDS0_DROME	FI07263p	tin-RA	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: tin-GFP, genotype: w[1118]; Pbac{y[+mDint2] w[+mC]=tin-GFP.FPTB}VK00037 / CyO, sex:mixed"	normal	None	None	ENCSR064GFC	None	None	None	None	ENCSR996JOD	0.025120976	0.144629526	0.000187877	0.001297112	3937	1.022186	1.14847	0.904429	0.909745	11.448056
EXP043543	goat-anti-GFP-UC	P07664	SRYD_DROME	Serendipity locus protein delta	Sry-delta Sry-d CG17958	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: Sry-delta-GFP, genotype: y[1] w[*]; PBac{y[+mDint2] w[+mC]=Sry-delta-GFP.FPTB}VK00037, sex:mixed"	normal	None	None	ENCSR648DJA	None	None	None	None	ENCSR974LPR	0.134374974	0.387731336	0.001963991	0.046928962	4047	1.109751	1.575016	0.834592	0.886204	10.933782
EXP044052	goat-anti-GFP-UC	O61734	CYCL_DROME	Protein cycle (Brain and muscle ARNT-like 1) (BMAL1) (MOP3)	cyc CG8727	Drosophila melanogaster	whole organism (development stage: prepupa)	"strain: cyc-GFP, genotype: y[1] w[*]; PBac{y[+mDint2] w[+mC]=cyc-GFP.FTBP}VK00037, sex:mixed"	normal	None	None	ENCSR007HUT	None	None	None	None	ENCSR807ABQ	0.069477503	0.237089337	0.001694627	0.002794256	3832	1.058336	1.965461	0.869735	0.88736	9.630741
EXP043569	goat-anti-GFP-UC	B7YZU0	B7YZU0_DROME	"Pou domain motif 3, isoform C"	pdm3 CG42698 Dmel_CG42698	Drosophila melanogaster	whole organism (development stage: prepupa)	"strain: pdm3-GFP, genotype: w[1118]; PBac{y[+mDint2] w[+mC]=pdm3-GFP.FPTB}VK00033, sex:mixed"	normal	None	None	ENCSR518FUJ	None	None	None	None	ENCSR691LGL	0.069180584	0.216368841	0	0.004072697	4140	1.063581	1.91415	0.865697	0.882609	9.247401
EXP043457	goat-anti-GFP-UC	P02836	HMEN_DROME	Segmentation polarity homeobox protein engrailed	en CG9015	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: 3T-GFP, genotype: y[1] w[*]; PBac{y[+mDint2] w[+mC]=en-EGFP.S}VK00033, sex:mixed"	normal	None	None	ENCSR952TDU	None	None	None	None	ENCSR382DPD	0.004571369	0.123908829	0	0.00120016	3585	1.014871	1.288769	0.943424	0.944381	18.166232
EXP044003	non-commercial eGFP modENCODE antibody 1	P91868	SNPC4_CAEEL	snRNA-activating protein complex subunit 4 homolog (SNAPc subunit 4 homolog)	snpc-4 gei-11 F32H2.1	Caenorhabditis elegans	Whole worms (developmental stage: L3)	"strain: OP179, genotype: unc-119(ed3) III; wgIs179., sex:mixed"	normal	None	None	ENCSR399PUK	None	None	None	None	ENCSR613HUF	0.059513738	0.190843448	0.028486564	0.039610341	688	1.102666	1.847175	0.79807	0.812846	5.449608
EXP043951	goat-anti-GFP-UC	Q9VP57	None	None	None	Drosophila melanogaster	whole organism (development stage: embryonic)	"strain: pzg-GFP, genotype: y[1] w[*]; P{y[+t7.7] w[+mC]=pzg-GFP.FPTB}attP40, sex:mixed"	normal	None	None	ENCSR578RWH	None	None	None	None	ENCSR071KGD	7.83E-05	0	0	0	2458	1.16468	1.362124	0.652927	0.753688	4.790256
EXP043522	ab290	Q24142	HR78_DROME	Nuclear hormone receptor HR78 (dHR78) (Nuclear receptor XR78E/F) (Nuclear receptor subfamily 2 group D member 1)	Hr78 Hr78D NR2D1 CG7199	Drosophila melanogaster	whole organism (development stage: wandering third instar larva)	"strain: Hr78-GFP, genotype: w[1118]; PBac{y[+mDint2] w[+mC]=Hr78-GFP.FLAG}VK00037"	normal	None	GSM1296161; GSM1296162	ENCSR107VQE	None	None	None	GSM1296160	ENCSR846WHG	9.87E-06	0	9.79E-06	4.05E-06	5206	1.034341	1.866229	0.706353	0.74232	4.377194
